participant_id,age,gender_participant,country,province,education,headphone_brand,stimuli,score,stimuli_group,stimuli_service,gender_stimuli,dialect
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,E/E4/arm_08784_01118113802.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,E/E4/arm_08784_00491886221.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,E/E4/arm_08784_00974401258.wav,4.0,E4,open_srl_es_ar_male_1,M,ARG
2usvcjv42qa2ai740w1pyp,26,M,AR,Ciudad Aut�noma de Buenos Aires,4,Ath-M30x,E/E4/arm_08784_00858307843.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,E/E4/arm_08784_01915099099.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,E/E4/arm_08784_01356681364.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,E/E4/arm_08784_01687024675.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,E/E4/arm_08784_01227844591.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Aut�noma de Buenos Aires,3,Airpods Pro 3era generaci�n,E/E4/arm_08784_01083196578.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,E/E4/arm_08784_01611251666.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,E/E4/arm_08784_02024472792.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,E/E4/arm_08784_01566025265.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,E/E4/arm_08784_02143473087.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
j73hro55i35ce9umk98gt,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,,E/E4/arm_08784_00798638638.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
3szg6xzqeq7ohj6myf0j,36,M,AR,Buenos Aires,2,,E/E4/arm_08784_00432554534.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
3szg6xzqeq7ohj6myf0j,36,M,AR,Buenos Aires,2,,E/E4/arm_08784_01729374731.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,E/E4/arm_08784_00961422884.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,E/E4/arm_08784_01511339468.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,E/E4/arm_08784_00961606918.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,E/E4/arm_08784_00135604063.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
n2fnmi79nv9jv5cip5dm,25,F,AR,Buenos Aires,1,,E/E4/arm_08784_00958898719.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
n2fnmi79nv9jv5cip5dm,25,F,AR,Buenos Aires,1,,E/E4/arm_08784_00681989828.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,E/E4/arm_08784_01063232998.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,E/E4/arm_08784_01549452038.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
96fjbiko6thg310yuacq2d,28,M,AR,Neuquén,4,,E/E4/arm_08784_01117707573.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
96fjbiko6thg310yuacq2d,28,M,AR,Neuquén,4,,E/E4/arm_08784_00550180927.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
qvh7l545jkq297g7yxn8br,24,F,AR,Buenos Aires,2,,E/E4/arm_08784_00049826893.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,E/E4/arm_08784_00763754614.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,E/E4/arm_08784_01341419587.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
s0o5upffmzlrot9v8lxyfe,25,F,ES,,2,,E/E4/arm_08784_01376458410.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
nkye9hiqk6dlq5fmklm1k,18,F,AR,Buenos Aires,1,,E/E4/arm_08784_01868616977.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
n7olijk734vnsoze5ufj,22,X,AR,Ciudad Autónoma de Buenos Aires,2,,E/E4/arm_08784_00130057938.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
ef4tkjvfdsb09t2ne9qxj8e,44,F,AR,Ciudad Autónoma de Buenos Aires,2,,E/E4/arm_08784_01535005078.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
k38skaq9tissznsc4sb4,25,M,AR,Buenos Aires,4,,E/E4/arm_08784_01322698486.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
k38skaq9tissznsc4sb4,25,M,AR,Buenos Aires,4,,E/E4/arm_08784_00779572210.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
fypisyyk7pih14hbwgdny,29,M,AR,Buenos Aires,4,,E/E4/arm_08784_01521658535.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
927jdmii4xcxbhn00rvjc,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,E/E4/arm_08784_01248032964.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
iautk69t1vbge89n93ao5,29,M,AR,Buenos Aires,4,,E/E4/arm_08784_01006754546.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
41ipc2ehbde5wrxnyq0w55,28,M,AR,Buenos Aires,4,,E/E4/arm_08784_01631532058.wav,4.0,E4,open_srl_es_ar_male_1,M,ARG
t0gpbakhue89ui683yiltc,26,M,AR,Ciudad Autónoma de Buenos Aires,3,,E/E4/arm_08784_01545140717.wav,5.0,E4,open_srl_es_ar_male_1,M,ARG
t0gpbakhue89ui683yiltc,26,M,AR,Ciudad Autónoma de Buenos Aires,3,,E/E4/arm_08784_01778842438.wav,4.0,E4,open_srl_es_ar_male_1,M,ARG
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B7/audio188.wav,2.0,B7,Fastpitch_esp2,M,ES
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B7/audio152.wav,2.0,B7,Fastpitch_esp2,M,ES
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B7/audio94.wav,3.0,B7,Fastpitch_esp2,M,ES
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B7/audio73.wav,3.0,B7,Fastpitch_esp2,M,ES
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio162.wav,2.0,B7,Fastpitch_esp2,M,ES
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio78.wav,2.0,B7,Fastpitch_esp2,M,ES
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio51.wav,2.0,B7,Fastpitch_esp2,M,ES
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio37.wav,2.0,B7,Fastpitch_esp2,M,ES
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B7/audio61.wav,2.0,B7,Fastpitch_esp2,M,ES
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B7/audio28.wav,4.0,B7,Fastpitch_esp2,M,ES
fn5aaw2w41wmd3pb8i0fus,27,M,AR,Ciudad Aut�noma de Buenos Aires,3,,B/B7/audio12.wav,4.0,B7,Fastpitch_esp2,M,ES
38vs1n02f4iaxehu9v4n1p,26,F,AR,Neuqu�n,3,Audio Technica ATH-M30x,B/B7/audio9.wav,4.0,B7,Fastpitch_esp2,M,ES
38vs1n02f4iaxehu9v4n1p,26,F,AR,Neuqu�n,3,Audio Technica ATH-M30x,B/B7/audio67.wav,4.0,B7,Fastpitch_esp2,M,ES
38vs1n02f4iaxehu9v4n1p,26,F,AR,Neuqu�n,3,Audio Technica ATH-M30x,B/B7/audio147.wav,3.0,B7,Fastpitch_esp2,M,ES
38vs1n02f4iaxehu9v4n1p,26,F,AR,Neuqu�n,3,Audio Technica ATH-M30x,B/B7/audio184.wav,2.0,B7,Fastpitch_esp2,M,ES
t6ybrbbo92bx87dy9vpy,26,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 206,B/B7/audio171.wav,3.0,B7,Fastpitch_esp2,M,ES
t6ybrbbo92bx87dy9vpy,26,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 206,B/B7/audio2.wav,2.0,B7,Fastpitch_esp2,M,ES
bkaa9b0qt4ogrmp1inpjol,42,F,AR,Buenos Aires,4,genius b�sico,B/B7/audio52.wav,5.0,B7,Fastpitch_esp2,M,ES
bkaa9b0qt4ogrmp1inpjol,42,F,AR,Buenos Aires,4,genius b�sico,B/B7/audio58.wav,5.0,B7,Fastpitch_esp2,M,ES
bkaa9b0qt4ogrmp1inpjol,42,F,AR,Buenos Aires,4,genius b�sico,B/B7/audio132.wav,5.0,B7,Fastpitch_esp2,M,ES
36w18huenqzembkxhb4b67,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio74.wav,5.0,B7,Fastpitch_esp2,M,ES
36w18huenqzembkxhb4b67,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio104.wav,2.0,B7,Fastpitch_esp2,M,ES
i035g56vlm5ayg6ke1amp,25,F,AR,Buenos Aires,3,Samsung,B/B7/audio151.wav,1.0,B7,Fastpitch_esp2,M,ES
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,B/B7/audio81.wav,4.0,B7,Fastpitch_esp2,M,ES
wqc6g1y755ulfhnkoksei,33,M,AR,Buenos Aires,3,Shure 48,B/B7/audio161.wav,3.0,B7,Fastpitch_esp2,M,ES
93u2ldy3lalf5sc8spao9,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,SONY WH-700,B/B7/audio20.wav,2.0,B7,Fastpitch_esp2,M,ES
93u2ldy3lalf5sc8spao9,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,SONY WH-700,B/B7/audio115.wav,1.0,B7,Fastpitch_esp2,M,ES
93u2ldy3lalf5sc8spao9,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,SONY WH-700,B/B7/audio173.wav,2.0,B7,Fastpitch_esp2,M,ES
93u2ldy3lalf5sc8spao9,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,SONY WH-700,B/B7/audio181.wav,3.0,B7,Fastpitch_esp2,M,ES
93u2ldy3lalf5sc8spao9,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,SONY WH-700,B/B7/audio80.wav,2.0,B7,Fastpitch_esp2,M,ES
nlz815o2yjmlk4nbngwm2c,29,M,AR,Buenos Aires,3,Beyerdynamic dt 990 pro,B/B7/audio168.wav,3.0,B7,Fastpitch_esp2,M,ES
nlz815o2yjmlk4nbngwm2c,29,M,AR,Buenos Aires,3,Beyerdynamic dt 990 pro,B/B7/audio46.wav,3.0,B7,Fastpitch_esp2,M,ES
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM4,B/B7/audio77.wav,2.0,B7,Fastpitch_esp2,M,ES
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM4,B/B7/audio110.wav,3.0,B7,Fastpitch_esp2,M,ES
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM4,B/B7/audio143.wav,2.0,B7,Fastpitch_esp2,M,ES
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM4,B/B7/audio36.wav,3.0,B7,Fastpitch_esp2,M,ES
iboag27p95cimh20dsteol,26,M,AR,Buenos Aires,5,,B/B7/audio35.wav,2.0,B7,Fastpitch_esp2,M,ES
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,B/B7/audio79.wav,2.0,B7,Fastpitch_esp2,M,ES
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,B/B7/audio150.wav,2.0,B7,Fastpitch_esp2,M,ES
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,B/B7/audio10.wav,2.0,B7,Fastpitch_esp2,M,ES
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,B/B7/audio158.wav,2.0,B7,Fastpitch_esp2,M,ES
ee4i8isvlpyncgz1odqs,27,F,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser,B/B7/audio89.wav,3.0,B7,Fastpitch_esp2,M,ES
ee4i8isvlpyncgz1odqs,27,F,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser,B/B7/audio98.wav,3.0,B7,Fastpitch_esp2,M,ES
qs8j8yj1w5ilprwml3zr,27,M,AR,Ciudad Aut�noma de Buenos Aires,4,redragon,B/B7/audio190.wav,5.0,B7,Fastpitch_esp2,M,ES
qs8j8yj1w5ilprwml3zr,27,M,AR,Ciudad Aut�noma de Buenos Aires,4,redragon,B/B7/audio45.wav,4.0,B7,Fastpitch_esp2,M,ES
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,B/B7/audio96.wav,4.0,B7,Fastpitch_esp2,M,ES
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,B/B7/audio19.wav,2.0,B7,Fastpitch_esp2,M,ES
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,B/B7/audio109.wav,2.0,B7,Fastpitch_esp2,M,ES
206p58uyu9nk2vq5pzue1,27,M,AR,Ciudad Aut�noma de Buenos Aires,3,dt 880 pro,B/B7/audio72.wav,2.0,B7,Fastpitch_esp2,M,ES
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Aut�noma de Buenos Aires,2,Shure SE215,B/B7/audio120.wav,2.0,B7,Fastpitch_esp2,M,ES
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Aut�noma de Buenos Aires,2,Shure SE215,B/B7/audio40.wav,1.0,B7,Fastpitch_esp2,M,ES
iwaqiwf7086hwu3jlrcvh,20,M,AR,Buenos Aires,3,,B/B7/audio164.wav,3.0,B7,Fastpitch_esp2,M,ES
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,B/B7/audio16.wav,3.0,B7,Fastpitch_esp2,M,ES
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,B/B7/audio55.wav,3.0,B7,Fastpitch_esp2,M,ES
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,B/B7/audio186.wav,5.0,B7,Fastpitch_esp2,M,ES
gjuhi5xh19bytuxd7u4j,26,M,ES,,3,JVC,B/B7/audio145.wav,5.0,B7,Fastpitch_esp2,M,ES
gjuhi5xh19bytuxd7u4j,26,M,ES,,3,JVC,B/B7/audio189.wav,5.0,B7,Fastpitch_esp2,M,ES
gjuhi5xh19bytuxd7u4j,26,M,ES,,3,JVC,B/B7/audio133.wav,2.0,B7,Fastpitch_esp2,M,ES
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,B/B7/audio49.wav,4.0,B7,Fastpitch_esp2,M,ES
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,B/B7/audio105.wav,2.0,B7,Fastpitch_esp2,M,ES
91107h7ny06qnvf2wsv1p,27,M,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser hd 280 pro,B/B7/audio108.wav,4.0,B7,Fastpitch_esp2,M,ES
91107h7ny06qnvf2wsv1p,27,M,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser hd 280 pro,B/B7/audio166.wav,4.0,B7,Fastpitch_esp2,M,ES
91107h7ny06qnvf2wsv1p,27,M,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser hd 280 pro,B/B7/audio144.wav,3.0,B7,Fastpitch_esp2,M,ES
27o0tqrm38o6wjtgaiqzy7,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser HD206,B/B7/audio5.wav,4.0,B7,Fastpitch_esp2,M,ES
27o0tqrm38o6wjtgaiqzy7,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser HD206,B/B7/audio102.wav,3.0,B7,Fastpitch_esp2,M,ES
eflnh6b2i1rrh5nbeihqq,26,M,AR,Buenos Aires,5,Parlante de la compu,B/B7/audio157.wav,3.0,B7,Fastpitch_esp2,M,ES
puzr5n1dz0hnteu0g8wdrr,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser 202,B/B7/audio113.wav,1.0,B7,Fastpitch_esp2,M,ES
puzr5n1dz0hnteu0g8wdrr,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser 202,B/B7/audio47.wav,1.0,B7,Fastpitch_esp2,M,ES
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,B/B7/audio127.wav,4.0,B7,Fastpitch_esp2,M,ES
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,B/B7/audio106.wav,3.0,B7,Fastpitch_esp2,M,ES
e2q2qom6xvfgo3wyh5kqy9,30,M,AR,Ciudad Aut�noma de Buenos Aires,1,Motorola Pulse Max,B/B7/audio21.wav,2.0,B7,Fastpitch_esp2,M,ES
e2q2qom6xvfgo3wyh5kqy9,30,M,AR,Ciudad Aut�noma de Buenos Aires,1,Motorola Pulse Max,B/B7/audio85.wav,2.0,B7,Fastpitch_esp2,M,ES
la9i1e7oumst6k8lv30b,26,M,AR,Buenos Aires,5,Senheisser,B/B7/audio135.wav,3.0,B7,Fastpitch_esp2,M,ES
la9i1e7oumst6k8lv30b,26,M,AR,Buenos Aires,5,Senheisser,B/B7/audio29.wav,2.0,B7,Fastpitch_esp2,M,ES
la9i1e7oumst6k8lv30b,26,M,AR,Buenos Aires,5,Senheisser,B/B7/audio118.wav,3.0,B7,Fastpitch_esp2,M,ES
la9i1e7oumst6k8lv30b,26,M,AR,Buenos Aires,5,Senheisser,B/B7/audio169.wav,2.0,B7,Fastpitch_esp2,M,ES
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beyerdynamic DT 990 pro,B/B7/audio34.wav,2.0,B7,Fastpitch_esp2,M,ES
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beyerdynamic DT 990 pro,B/B7/audio140.wav,2.0,B7,Fastpitch_esp2,M,ES
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beyerdynamic DT 990 pro,B/B7/audio69.wav,4.0,B7,Fastpitch_esp2,M,ES
vks4a5zeivbfimepmxbxq,25,M,AR,Buenos Aires,5,Logitech 433,B/B7/audio123.wav,2.0,B7,Fastpitch_esp2,M,ES
vks4a5zeivbfimepmxbxq,25,M,AR,Buenos Aires,5,Logitech 433,B/B7/audio191.wav,1.0,B7,Fastpitch_esp2,M,ES
g0jf4ngddyukxafyxhc3h,26,M,AR,Buenos Aires,5,sennheiser,B/B7/audio82.wav,3.0,B7,Fastpitch_esp2,M,ES
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,B/B7/audio25.wav,4.0,B7,Fastpitch_esp2,M,ES
x37bofyh0fazkr02jlztlm,25,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 202,B/B7/audio107.wav,4.0,B7,Fastpitch_esp2,M,ES
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beats Flex,B/B7/audio178.wav,3.0,B7,Fastpitch_esp2,M,ES
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,B/B7/audio121.wav,1.0,B7,Fastpitch_esp2,M,ES
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,B/B7/audio88.wav,4.0,B7,Fastpitch_esp2,M,ES
2usvcjv42qa2ai740w1pyp,26,M,AR,Ciudad Aut�noma de Buenos Aires,4,Ath-M30x,B/B7/audio172.wav,2.0,B7,Fastpitch_esp2,M,ES
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,B/B7/audio160.wav,2.0,B7,Fastpitch_esp2,M,ES
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,B/B7/audio6.wav,5.0,B7,Fastpitch_esp2,M,ES
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,B/B7/audio91.wav,5.0,B7,Fastpitch_esp2,M,ES
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,B/B7/audio59.wav,3.0,B7,Fastpitch_esp2,M,ES
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,B/B7/audio128.wav,2.0,B7,Fastpitch_esp2,M,ES
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio180.wav,4.0,B7,Fastpitch_esp2,M,ES
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Aut�noma de Buenos Aires,1,,B/B7/audio66.wav,3.0,B7,Fastpitch_esp2,M,ES
rl8hs3uijzu63jyrgj3f,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,Samsung  IA500,B/B7/audio84.wav,2.0,B7,Fastpitch_esp2,M,ES
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,B/B7/audio48.wav,3.0,B7,Fastpitch_esp2,M,ES
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,B/B7/audio131.wav,3.0,B7,Fastpitch_esp2,M,ES
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,B/B7/audio111.wav,3.0,B7,Fastpitch_esp2,M,ES
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,B/B7/audio134.wav,2.0,B7,Fastpitch_esp2,M,ES
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,B/B7/audio3.wav,3.0,B7,Fastpitch_esp2,M,ES
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,B/B7/audio97.wav,3.0,B7,Fastpitch_esp2,M,ES
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,B/B7/audio65.wav,4.0,B7,Fastpitch_esp2,M,ES
j73hro55i35ce9umk98gt,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio117.wav,3.0,B7,Fastpitch_esp2,M,ES
j73hro55i35ce9umk98gt,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio90.wav,3.0,B7,Fastpitch_esp2,M,ES
j73hro55i35ce9umk98gt,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio139.wav,2.0,B7,Fastpitch_esp2,M,ES
j73hro55i35ce9umk98gt,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,,B/B7/audio56.wav,3.0,B7,Fastpitch_esp2,M,ES
3szg6xzqeq7ohj6myf0j,36,M,AR,Buenos Aires,2,,B/B7/audio23.wav,2.0,B7,Fastpitch_esp2,M,ES
3szg6xzqeq7ohj6myf0j,36,M,AR,Buenos Aires,2,,B/B7/audio27.wav,3.0,B7,Fastpitch_esp2,M,ES
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,B/B7/audio54.wav,3.0,B7,Fastpitch_esp2,M,ES
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,B/B7/audio177.wav,3.0,B7,Fastpitch_esp2,M,ES
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,B/B7/audio92.wav,2.0,B7,Fastpitch_esp2,M,ES
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,B/B7/audio1.wav,3.0,B7,Fastpitch_esp2,M,ES
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,B/B7/audio163.wav,2.0,B7,Fastpitch_esp2,M,ES
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,B/B7/audio38.wav,3.0,B7,Fastpitch_esp2,M,ES
ae53qumvh1aukx0p1oqrs,34,M,AR,Ciudad Autónoma de Buenos Aires,5,,B/B7/audio71.wav,2.0,B7,Fastpitch_esp2,M,ES
ae53qumvh1aukx0p1oqrs,34,M,AR,Ciudad Autónoma de Buenos Aires,5,,B/B7/audio60.wav,3.0,B7,Fastpitch_esp2,M,ES
ae53qumvh1aukx0p1oqrs,34,M,AR,Ciudad Autónoma de Buenos Aires,5,,B/B7/audio4.wav,2.0,B7,Fastpitch_esp2,M,ES
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,B/B7/audio198.wav,2.0,B7,Fastpitch_esp2,M,ES
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,B/B7/audio68.wav,2.0,B7,Fastpitch_esp2,M,ES
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,B/B7/audio101.wav,2.0,B7,Fastpitch_esp2,M,ES
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,B/B7/audio187.wav,3.0,B7,Fastpitch_esp2,M,ES
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,B/B7/audio153.wav,1.0,B7,Fastpitch_esp2,M,ES
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,B/B7/audio136.wav,3.0,B7,Fastpitch_esp2,M,ES
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,B/B7/audio93.wav,3.0,B7,Fastpitch_esp2,M,ES
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,B/B7/audio22.wav,3.0,B7,Fastpitch_esp2,M,ES
96fjbiko6thg310yuacq2d,28,M,AR,Neuquén,4,,B/B7/audio126.wav,3.0,B7,Fastpitch_esp2,M,ES
