stimuli,mos
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio46.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio48.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio49.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio5.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio50.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio51.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio52.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio54.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio55.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio56.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio57.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio58.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio59.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio60.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio62.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio65.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio66.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio67.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio68.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio69.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio7.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio72.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio73.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio74.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio75.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio76.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio77.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio78.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio79.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio8.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio80.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio81.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio82.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio83.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio84.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio85.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio86.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio87.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio89.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio9.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio90.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio91.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio93.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio94.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio95.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio96.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio97.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio98.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B2/audio99.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_54.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_56.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_57.wav_GL.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_59.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_60.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_61.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_62.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_64.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_65.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_68.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_69.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_70.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_72.wav_GL.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_73.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_74.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_77.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_79.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_80.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_81.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_82.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_83.wav_GL.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_84.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_85.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_86.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_87.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_88.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_89.wav_GL.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_90.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_92.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_93.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_94.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_97.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_98.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique2_99.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_0.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_1.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_10.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_11.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_13.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_14.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_15.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_16.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_17.wav_GL.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_18.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_2.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_20.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_21.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_23.wav_GL.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_24.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_26.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_27.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_28.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_3.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_30.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_33.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_36.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_37.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_4.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_40.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_41.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_42.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_43.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_44.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_45.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_46.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_47.wav_GL.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_48.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_5.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_6.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_7.wav_GL.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_8.wav_GL.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B3/enrique_9.wav_GL.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/1.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/10.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/2.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/4.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/5.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/6.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/7.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/8.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B4/9.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/1.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/10.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/2.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/3.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/5.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/6.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/7.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/8.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B5/9.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-02.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-05.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-06.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-07.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-08.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-10.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-12.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-13.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-15.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-16.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-18.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-20.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-23.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-25.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-26.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-28.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-29.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-30.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-31.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-32.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-33.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-34.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-38.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-40.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-43.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-44.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-46.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-48.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-49.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-50.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-51.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B6/miguel-52.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio0.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio1.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio10.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio101.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio102.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio104.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio105.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio106.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio107.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio108.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio109.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio110.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio111.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio113.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio114.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio115.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio116.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio117.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio118.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio12.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio120.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio121.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio123.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio126.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio127.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio128.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio129.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio131.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio132.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio133.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio134.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio135.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio136.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio138.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio139.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio140.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio141.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio142.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio143.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio144.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio145.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio147.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio148.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio150.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio151.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio152.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio153.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio154.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio157.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio158.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio16.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio160.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio161.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio162.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio163.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio164.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio165.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio166.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio167.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio168.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio169.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio171.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio172.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio173.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio174.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio175.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio177.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio178.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio179.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio180.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio181.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio182.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio184.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio185.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio186.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio187.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio188.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio189.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio19.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio190.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio191.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio192.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio193.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio194.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio195.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio196.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio197.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio198.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio2.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio20.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio21.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio22.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio23.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio24.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio25.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio26.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio27.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio28.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio29.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio3.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio31.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio34.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio35.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio36.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio37.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio38.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio39.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio4.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio40.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio41.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio42.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio44.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio45.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio46.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio47.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio48.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio49.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio5.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio51.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio52.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio53.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio54.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio55.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio56.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio57.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio58.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio59.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio6.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio60.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio61.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio65.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B7/audio66.wav,3.0
