participant_id,age,gender_participant,country,province,education,headphone_brand,stimuli,score,stimuli_group,stimuli_service,gender_stimuli,dialect,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
38vs1n02f4iaxehu9v4n1p,26,F,AR,Neuqu�n,3,Audio Technica ATH-M30x,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio92.wav,2.0,B1,Fastpitch_ar,M,-,4.8505898,4.505622,4.657096,4.454804,4.61885,NISQAv2
t6ybrbbo92bx87dy9vpy,26,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio65.wav,3.0,B1,Fastpitch_ar,M,-,4.9059196,4.376294,4.8351665,4.5007133,4.7588425,NISQAv2
t6ybrbbo92bx87dy9vpy,26,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio94.wav,3.0,B1,Fastpitch_ar,M,-,4.8977337,4.4633603,4.754319,4.395473,4.591905,NISQAv2
t6ybrbbo92bx87dy9vpy,26,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio68.wav,3.0,B1,Fastpitch_ar,M,-,5.009757,4.5478888,4.7412124,4.4933,4.666825,NISQAv2
bkaa9b0qt4ogrmp1inpjol,42,F,AR,Buenos Aires,4,genius b�sico,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio146.wav,2.0,B1,Fastpitch_ar,M,-,4.9087286,4.5943913,4.8296666,4.5013795,4.7436104,NISQAv2
bkaa9b0qt4ogrmp1inpjol,42,F,AR,Buenos Aires,4,genius b�sico,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio184.wav,2.0,B1,Fastpitch_ar,M,-,4.914139,4.569331,4.8044252,4.4931235,4.682322,NISQAv2
bkaa9b0qt4ogrmp1inpjol,42,F,AR,Buenos Aires,4,genius b�sico,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio31.wav,1.0,B1,Fastpitch_ar,M,-,4.901629,4.5640845,4.768478,4.460563,4.6843257,NISQAv2
36w18huenqzembkxhb4b67,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio60.wav,3.0,B1,Fastpitch_ar,M,-,4.9483914,4.585365,4.712391,4.311971,4.57475,NISQAv2
4kkajwqbxbr4zfc0eys6a3,53,M,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM5,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio148.wav,3.0,B1,Fastpitch_ar,M,-,5.0294824,4.399616,4.9542456,4.535525,4.670484,NISQAv2
4kkajwqbxbr4zfc0eys6a3,53,M,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM5,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio113.wav,2.0,B1,Fastpitch_ar,M,-,4.965546,4.198268,4.8489614,4.5378337,4.6398473,NISQAv2
4kkajwqbxbr4zfc0eys6a3,53,M,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM5,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio140.wav,1.0,B1,Fastpitch_ar,M,-,4.8471684,4.5431614,4.7898984,4.4825006,4.722009,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio26.wav,2.0,B1,Fastpitch_ar,M,-,4.76733,4.557981,4.6997633,4.401654,4.6314516,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio121.wav,2.0,B1,Fastpitch_ar,M,-,4.978054,4.5417666,4.733996,4.444496,4.6405787,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio9.wav,2.0,B1,Fastpitch_ar,M,-,4.929158,4.279266,4.7592044,4.5560184,4.7044168,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio13.wav,2.0,B1,Fastpitch_ar,M,-,5.097012,4.6853228,4.7803354,4.4850173,4.6778064,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio195.wav,4.0,B1,Fastpitch_ar,M,-,4.942311,4.6230254,4.716743,4.4416194,4.606428,NISQAv2
wqc6g1y755ulfhnkoksei,33,M,AR,Buenos Aires,3,Shure 48,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio49.wav,3.0,B1,Fastpitch_ar,M,-,4.9791484,4.6465783,4.8486075,4.5819736,4.7215652,NISQAv2
wqc6g1y755ulfhnkoksei,33,M,AR,Buenos Aires,3,Shure 48,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio74.wav,3.0,B1,Fastpitch_ar,M,-,4.7974925,4.4561615,4.6217546,4.2817454,4.4946485,NISQAv2
93u2ldy3lalf5sc8spao9,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,SONY WH-700,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio97.wav,1.0,B1,Fastpitch_ar,M,-,5.0170155,4.604321,4.871728,4.562964,4.7845864,NISQAv2
nlz815o2yjmlk4nbngwm2c,29,M,AR,Buenos Aires,3,Beyerdynamic dt 990 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio56.wav,2.0,B1,Fastpitch_ar,M,-,4.794113,4.418959,4.5577927,4.4048357,4.689586,NISQAv2
nlz815o2yjmlk4nbngwm2c,29,M,AR,Buenos Aires,3,Beyerdynamic dt 990 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio4.wav,3.0,B1,Fastpitch_ar,M,-,4.9178786,4.5886016,4.8076754,4.4643393,4.679745,NISQAv2
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio102.wav,3.0,B1,Fastpitch_ar,M,-,4.5224514,4.2647653,4.273673,3.9334464,4.3046813,NISQAv2
iboag27p95cimh20dsteol,26,M,AR,Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio116.wav,2.0,B1,Fastpitch_ar,M,-,4.9844055,4.5541835,4.864155,4.5176654,4.7422624,NISQAv2
iboag27p95cimh20dsteol,26,M,AR,Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio14.wav,4.0,B1,Fastpitch_ar,M,-,4.9048576,4.4927783,4.6972055,4.3832707,4.6192565,NISQAv2
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio110.wav,5.0,B1,Fastpitch_ar,M,-,4.7298098,4.1381726,4.632894,4.14628,4.486298,NISQAv2
ee4i8isvlpyncgz1odqs,27,F,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio100.wav,2.0,B1,Fastpitch_ar,M,-,4.2913117,4.078446,4.2671437,3.8280365,4.26478,NISQAv2
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio40.wav,2.0,B1,Fastpitch_ar,M,-,4.8522687,4.372512,4.771217,4.4483585,4.6913056,NISQAv2
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio134.wav,4.0,B1,Fastpitch_ar,M,-,4.945105,4.5037856,4.76989,4.4784656,4.603925,NISQAv2
206p58uyu9nk2vq5pzue1,27,M,AR,Ciudad Aut�noma de Buenos Aires,3,dt 880 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio137.wav,1.0,B1,Fastpitch_ar,M,-,4.822401,4.491096,4.750597,4.4554524,4.67597,NISQAv2
206p58uyu9nk2vq5pzue1,27,M,AR,Ciudad Aut�noma de Buenos Aires,3,dt 880 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio61.wav,1.0,B1,Fastpitch_ar,M,-,4.9478755,4.5753527,4.819542,4.4315085,4.6441054,NISQAv2
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Aut�noma de Buenos Aires,2,Shure SE215,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio188.wav,1.0,B1,Fastpitch_ar,M,-,4.9931297,4.5302196,4.806778,4.4750495,4.649389,NISQAv2
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio27.wav,2.0,B1,Fastpitch_ar,M,-,4.687895,4.0309877,4.560533,4.321553,4.3616257,NISQAv2
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio171.wav,2.0,B1,Fastpitch_ar,M,-,4.451371,4.1003,4.505086,4.134864,4.3535223,NISQAv2
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio136.wav,1.0,B1,Fastpitch_ar,M,-,4.833895,4.5484376,4.7044263,4.564294,4.6700687,NISQAv2
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio101.wav,4.0,B1,Fastpitch_ar,M,-,4.4337687,4.2004576,4.4694967,4.114586,4.338612,NISQAv2
91107h7ny06qnvf2wsv1p,27,M,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser hd 280 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio162.wav,3.0,B1,Fastpitch_ar,M,-,5.121017,4.580941,4.8663645,4.571025,4.7197175,NISQAv2
91107h7ny06qnvf2wsv1p,27,M,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser hd 280 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio87.wav,3.0,B1,Fastpitch_ar,M,-,5.005904,4.540161,4.7964354,4.552315,4.6910453,NISQAv2
eflnh6b2i1rrh5nbeihqq,26,M,AR,Buenos Aires,5,Parlante de la compu,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio131.wav,3.0,B1,Fastpitch_ar,M,-,4.776713,4.498905,4.693347,4.395385,4.60829,NISQAv2
eflnh6b2i1rrh5nbeihqq,26,M,AR,Buenos Aires,5,Parlante de la compu,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio168.wav,3.0,B1,Fastpitch_ar,M,-,4.791277,4.4499364,4.619106,4.3347974,4.534853,NISQAv2
eflnh6b2i1rrh5nbeihqq,26,M,AR,Buenos Aires,5,Parlante de la compu,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio127.wav,2.0,B1,Fastpitch_ar,M,-,4.7819514,4.497989,4.648651,4.404054,4.5845103,NISQAv2
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio129.wav,3.0,B1,Fastpitch_ar,M,-,4.9048576,4.4927783,4.6972055,4.3832707,4.6192565,NISQAv2
e2q2qom6xvfgo3wyh5kqy9,30,M,AR,Ciudad Aut�noma de Buenos Aires,1,Motorola Pulse Max,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio105.wav,1.0,B1,Fastpitch_ar,M,-,4.853958,4.590804,4.827402,4.4522104,4.7489448,NISQAv2
e2q2qom6xvfgo3wyh5kqy9,30,M,AR,Ciudad Aut�noma de Buenos Aires,1,Motorola Pulse Max,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio11.wav,2.0,B1,Fastpitch_ar,M,-,4.8213005,4.537415,4.628144,4.3303547,4.5794578,NISQAv2
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beyerdynamic DT 990 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio5.wav,1.0,B1,Fastpitch_ar,M,-,4.9269905,4.510592,4.870488,4.5373816,4.7928658,NISQAv2
vks4a5zeivbfimepmxbxq,25,M,AR,Buenos Aires,5,Logitech 433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio85.wav,5.0,B1,Fastpitch_ar,M,-,5.001801,4.266919,4.80933,4.532745,4.705357,NISQAv2
g0jf4ngddyukxafyxhc3h,26,M,AR,Buenos Aires,5,sennheiser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio191.wav,3.0,B1,Fastpitch_ar,M,-,4.813377,4.4796686,4.7992353,4.4474406,4.6948905,NISQAv2
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio84.wav,2.0,B1,Fastpitch_ar,M,-,4.8041644,4.15542,4.7674985,4.420188,4.604965,NISQAv2
x37bofyh0fazkr02jlztlm,25,M,AR,Ciudad Aut�noma de Buenos Aires,3,Sennheiser HD 202,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio69.wav,1.0,B1,Fastpitch_ar,M,-,5.0039344,4.5968776,4.924382,4.6147656,4.7829833,NISQAv2
0ym8eutpogxka159e5ipr,25,F,AR,Ciudad Aut�noma de Buenos Aires,2,Sony ZX Series,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio81.wav,2.0,B1,Fastpitch_ar,M,-,5.0116744,4.602202,4.8092456,4.521867,4.7437854,NISQAv2
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beats Flex,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio59.wav,4.0,B1,Fastpitch_ar,M,-,4.5859485,4.2650995,4.4539967,4.242379,4.4173837,NISQAv2
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beats Flex,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio183.wav,3.0,B1,Fastpitch_ar,M,-,4.9983006,4.6066427,4.8361406,4.5215955,4.7420588,NISQAv2
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beats Flex,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio152.wav,2.0,B1,Fastpitch_ar,M,-,4.6948714,4.4898868,4.6214485,4.271963,4.523065,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio117.wav,1.0,B1,Fastpitch_ar,M,-,5.0808916,4.589997,4.8805094,4.5848193,4.7886963,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio119.wav,1.0,B1,Fastpitch_ar,M,-,4.759192,4.593017,4.7177844,4.4360867,4.6762395,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio19.wav,1.0,B1,Fastpitch_ar,M,-,4.8159485,4.470016,4.6518097,4.3667655,4.6694236,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio196.wav,1.0,B1,Fastpitch_ar,M,-,5.00167,4.6365724,4.8432045,4.511704,4.7632585,NISQAv2
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio16.wav,3.0,B1,Fastpitch_ar,M,-,5.0543575,4.5550284,4.859691,4.5055747,4.7266655,NISQAv2
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio36.wav,4.0,B1,Fastpitch_ar,M,-,4.78591,4.4407716,4.5826573,4.2894473,4.5427995,NISQAv2
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio57.wav,4.0,B1,Fastpitch_ar,M,-,4.853155,4.5384955,4.7457166,4.4713383,4.5837965,NISQAv2
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio174.wav,4.0,B1,Fastpitch_ar,M,-,5.007334,4.6729517,4.8587747,4.5036006,4.777488,NISQAv2
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio55.wav,4.0,B1,Fastpitch_ar,M,-,4.837502,4.5903006,4.774387,4.4640594,4.7031217,NISQAv2
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio143.wav,3.0,B1,Fastpitch_ar,M,-,4.998017,4.4554987,4.7354693,4.4685793,4.6386905,NISQAv2
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio62.wav,2.0,B1,Fastpitch_ar,M,-,4.8375025,4.5903006,4.774387,4.464059,4.7031207,NISQAv2
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio175.wav,2.0,B1,Fastpitch_ar,M,-,4.847571,4.575268,4.5995917,4.45194,4.5138717,NISQAv2
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Aut�noma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio39.wav,4.0,B1,Fastpitch_ar,M,-,4.774805,4.4276958,4.74913,4.4426994,4.6385016,NISQAv2
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Aut�noma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio181.wav,2.0,B1,Fastpitch_ar,M,-,4.957208,4.5889626,4.760355,4.463356,4.7057204,NISQAv2
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Aut�noma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio160.wav,4.0,B1,Fastpitch_ar,M,-,4.939747,4.5800138,4.80405,4.492345,4.6423936,NISQAv2
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio165.wav,4.0,B1,Fastpitch_ar,M,-,4.852782,4.642212,4.8162737,4.4514217,4.722117,NISQAv2
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio42.wav,3.0,B1,Fastpitch_ar,M,-,4.1946363,4.4003353,4.004945,4.068093,4.367807,NISQAv2
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio43.wav,4.0,B1,Fastpitch_ar,M,-,4.8814955,4.5560718,4.669209,4.504701,4.625596,NISQAv2
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Aut�noma de Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio47.wav,4.0,B1,Fastpitch_ar,M,-,4.96603,4.6224475,4.837764,4.515817,4.748121,NISQAv2
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Aut�noma de Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio194.wav,4.0,B1,Fastpitch_ar,M,-,4.9784217,4.1526475,4.84403,4.5473337,4.729315,NISQAv2
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Aut�noma de Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio151.wav,2.0,B1,Fastpitch_ar,M,-,4.8446,4.2963877,4.804962,4.4815426,4.652429,NISQAv2
rl8hs3uijzu63jyrgj3f,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,Samsung  IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio24.wav,3.0,B1,Fastpitch_ar,M,-,4.917327,4.5765953,4.8252835,4.547975,4.682017,NISQAv2
rl8hs3uijzu63jyrgj3f,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,Samsung  IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio197.wav,2.0,B1,Fastpitch_ar,M,-,5.036727,4.5857935,4.91317,4.5655637,4.824813,NISQAv2
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio145.wav,3.0,B1,Fastpitch_ar,M,-,4.9340067,4.1574345,4.786811,4.47016,4.686845,NISQAv2
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio30.wav,2.0,B1,Fastpitch_ar,M,-,4.961409,4.619038,4.836775,4.5414176,4.73508,NISQAv2
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio63.wav,2.0,B1,Fastpitch_ar,M,-,5.039097,3.918162,4.8834853,4.6467357,4.768871,NISQAv2
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio167.wav,1.0,B1,Fastpitch_ar,M,-,5.0378685,4.671238,4.9142404,4.567746,4.7882104,NISQAv2
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio108.wav,2.0,B1,Fastpitch_ar,M,-,5.06143,4.544696,4.812709,4.488239,4.6814494,NISQAv2
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio132.wav,1.0,B1,Fastpitch_ar,M,-,4.894942,4.455236,4.8166046,4.4931116,4.7244263,NISQAv2
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio173.wav,4.0,B1,Fastpitch_ar,M,-,4.7298098,4.1381726,4.632894,4.14628,4.4862976,NISQAv2
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio182.wav,2.0,B1,Fastpitch_ar,M,-,4.9679575,4.090884,4.8355193,4.560202,4.7065644,NISQAv2
odmcx0pookmv7hm1i807n,27,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio37.wav,2.0,B1,Fastpitch_ar,M,-,4.946789,4.3975406,4.810732,4.451631,4.7276464,NISQAv2
odmcx0pookmv7hm1i807n,27,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio44.wav,2.0,B1,Fastpitch_ar,M,-,5.0122185,4.7116218,4.9460287,4.621529,4.8109274,NISQAv2
3szg6xzqeq7ohj6myf0j,36,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio190.wav,1.0,B1,Fastpitch_ar,M,-,5.086942,4.637843,4.925692,4.615513,4.822829,NISQAv2
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio91.wav,4.0,B1,Fastpitch_ar,M,-,4.9431577,4.515426,4.809182,4.4796796,4.7579527,NISQAv2
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio189.wav,4.0,B1,Fastpitch_ar,M,-,4.911726,4.4977193,4.713925,4.422731,4.639569,NISQAv2
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio18.wav,4.0,B1,Fastpitch_ar,M,-,5.114524,4.68864,4.893882,4.5944858,4.730929,NISQAv2
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio186.wav,3.0,B1,Fastpitch_ar,M,-,4.8785534,4.376846,4.727562,4.4522424,4.618074,NISQAv2
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio53.wav,4.0,B1,Fastpitch_ar,M,-,4.8013105,3.8316104,4.74625,4.5200706,4.6177444,NISQAv2
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio144.wav,2.0,B1,Fastpitch_ar,M,-,4.5068035,4.3615823,4.369458,4.039343,4.2944045,NISQAv2
