db,stimuli,mos,mos_pred,model
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/112.wav,2.0,2.3582184314727783,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/136.wav,2.0,2.516049385070801,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/148.wav,1.0,2.561023473739624,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/98.wav,3.0,3.013690233230591,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/151.wav,3.0,3.0702178478240967,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/119.wav,1.0,2.510228157043457,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/95.wav,3.0,2.8455193042755127,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/107.wav,2.0,2.474597692489624,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/177.wav,2.0,2.547090530395508,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/190.wav,3.0,2.7100932598114014,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural10.wav.wav,1.0,2.17022967338562,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural57.wav.wav,1.0,2.8498966693878174,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural25.wav.wav,1.0,3.574572801589966,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural21.wav.wav,2.0,2.899352788925171,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural65.wav.wav,1.0,2.1116724014282227,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural46.wav.wav,1.0,2.006788730621338,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural17.wav.wav,1.0,2.5632176399230957,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural97.wav.wav,3.0,2.4709949493408203,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural24.wav.wav,1.0,2.2555086612701416,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural13.wav.wav,1.0,1.8490201234817505,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural92.wav.wav,1.0,1.6095672845840454,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural80.wav.wav,1.0,2.1212754249572754,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural87.wav.wav,1.0,2.1171252727508545,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural8.wav.wav,2.0,2.205569267272949,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural20.wav.wav,1.0,2.4648232460021973,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural94.wav.wav,2.0,2.6403210163116455,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural69.wav.wav,2.0,2.1975247859954834,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural78.wav.wav,1.0,3.5202696323394775,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural76.wav.wav,1.0,2.1288223266601562,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural48.wav.wav,1.0,2.22967267036438,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural18.wav.wav,1.0,2.618011474609375,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural42.wav.wav,1.0,2.504265069961548,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural95.wav.wav,4.0,2.607802629470825,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural81.wav.wav,1.0,1.9017322063446045,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural5.wav.wav,2.0,3.159954071044922,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural59.wav.wav,2.0,2.6052329540252686,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural64.wav.wav,1.0,2.665397882461548,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural86.wav.wav,3.0,2.376742124557495,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural66.wav.wav,4.0,2.1253223419189453,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural31.wav.wav,2.0,2.5254433155059814,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural56.wav.wav,1.0,2.3447887897491455,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural28.wav.wav,1.0,2.64951753616333,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural0.wav.wav,2.0,2.5143423080444336,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural75.wav.wav,2.0,2.2821264266967773,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural43.wav.wav,1.0,2.174879550933838,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural96.wav.wav,1.0,2.542503833770752,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural70.wav.wav,1.0,2.2157328128814697,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural39.wav.wav,1.0,2.9942514896392822,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural51.wav.wav,1.0,2.1748321056365967,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural74.wav.wav,4.0,2.995847463607788,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural44.wav.wav,1.0,1.9805103540420532,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural7.wav.wav,1.0,2.4522366523742676,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural6.wav.wav,1.0,2.380326747894287,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural38.wav.wav,1.0,2.0313162803649902,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural14.wav.wav,2.0,2.6691057682037354,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural73.wav.wav,2.0,2.699917793273926,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural36.wav.wav,4.0,2.546924352645874,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural58.wav.wav,2.0,2.013946533203125,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural11.wav.wav,1.0,2.53245210647583,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural49.wav.wav,1.0,1.9862661361694336,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural98.wav.wav,2.0,2.3930165767669678,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural91.wav.wav,1.0,2.3299167156219482,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural41.wav.wav,2.0,2.578695058822632,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural32.wav.wav,1.0,3.2579386234283447,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural4.wav.wav,1.0,2.166142225265503,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural29.wav.wav,1.0,1.9698724746704102,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural83.wav.wav,1.0,1.825398564338684,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural1.wav.wav,1.0,2.4488539695739746,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural45.wav.wav,1.0,1.9622966051101685,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural99.wav.wav,1.0,2.4177210330963135,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural85.wav.wav,1.0,2.8217520713806152,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural23.wav.wav,1.0,3.118457794189453,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural37.wav.wav,1.0,1.8588558435440063,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural55.wav.wav,1.0,2.1383769512176514,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural52.wav.wav,1.0,2.3809947967529297,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural84.wav.wav,1.0,2.2129383087158203,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural72.wav.wav,2.0,2.948197364807129,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural63.wav.wav,1.0,2.616025924682617,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural67.wav.wav,1.0,2.418379068374634,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural68.wav.wav,1.0,1.7425389289855957,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural34.wav.wav,1.0,3.2761991024017334,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural2.wav.wav,2.0,2.833449363708496,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural77.wav.wav,1.0,1.7240889072418213,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural53.wav.wav,2.0,2.1501402854919434,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural15.wav.wav,1.0,2.484605073928833,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural90.wav.wav,1.0,2.5026605129241943,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural93.wav.wav,2.0,2.8561160564422607,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural40.wav.wav,1.0,2.252009868621826,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural22.wav.wav,2.0,2.2547764778137207,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural27.wav.wav,1.0,2.230644702911377,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural26.wav.wav,1.0,2.089402198791504,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural60.wav.wav,1.0,2.090620756149292,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural82.wav.wav,1.0,2.526278018951416,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural86.wav.wav,1.0,2.376742124557495,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural25.wav.wav,2.0,3.574572801589966,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural74.wav.wav,2.0,2.995847463607788,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural56.wav.wav,2.0,2.3447887897491455,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural42.wav.wav,2.0,2.504265069961548,finetune_NISQA_1
B8,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B8/VTLP_es-BO-MarceloNeural53.wav.wav,2.0,2.1501402854919434,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural54.wav.wav,1.0,2.8499362468719482,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural82.wav.wav,2.0,2.6590383052825928,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural75.wav.wav,1.0,2.254939556121826,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural45.wav.wav,1.0,1.742403507232666,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural94.wav.wav,1.0,2.1369264125823975,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural35.wav.wav,1.0,2.175119400024414,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural6.wav.wav,1.0,2.0882749557495117,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural56.wav.wav,1.0,2.518810272216797,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural64.wav.wav,1.0,2.091503381729126,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural81.wav.wav,1.0,1.6576677560806274,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural33.wav.wav,1.0,2.140411376953125,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural80.wav.wav,1.0,1.935251235961914,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural72.wav.wav,2.0,2.3029584884643555,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural20.wav.wav,2.0,2.0596604347229004,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural57.wav.wav,3.0,2.7005791664123535,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural16.wav.wav,1.0,2.365460157394409,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural11.wav.wav,1.0,2.0943655967712402,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural73.wav.wav,1.0,2.7448325157165527,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural27.wav.wav,1.0,2.7847256660461426,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural60.wav.wav,1.0,2.8372304439544678,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural1.wav.wav,1.0,2.8722965717315674,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural23.wav.wav,1.0,2.8713955879211426,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural65.wav.wav,1.0,1.9912917613983154,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural62.wav.wav,1.0,2.4444382190704346,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural10.wav.wav,1.0,2.279259443283081,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural92.wav.wav,1.0,2.5135931968688965,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural74.wav.wav,1.0,1.9596192836761475,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural86.wav.wav,2.0,3.226886034011841,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural31.wav.wav,1.0,2.2780954837799072,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural55.wav.wav,1.0,2.414917230606079,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural42.wav.wav,1.0,2.1480977535247803,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural59.wav.wav,1.0,2.2926700115203857,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural32.wav.wav,1.0,1.9516174793243408,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural37.wav.wav,1.0,2.211221933364868,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural3.wav.wav,1.0,2.304370641708374,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural19.wav.wav,1.0,2.0612142086029053,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural53.wav.wav,1.0,1.6092544794082642,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural61.wav.wav,1.0,2.7188079357147217,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural12.wav.wav,1.0,2.457075595855713,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural38.wav.wav,2.0,3.7233686447143555,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural90.wav.wav,1.0,2.544102668762207,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural47.wav.wav,1.0,2.025888204574585,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural67.wav.wav,1.0,2.9410877227783203,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural88.wav.wav,2.0,2.267986297607422,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural79.wav.wav,1.0,2.546287775039673,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural93.wav.wav,1.0,2.8134591579437256,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural22.wav.wav,2.0,2.438615560531616,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural28.wav.wav,1.0,2.4613168239593506,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural41.wav.wav,1.0,2.7300703525543213,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural49.wav.wav,1.0,2.203461170196533,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural69.wav.wav,3.0,2.181373119354248,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural91.wav.wav,1.0,2.933668375015259,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural14.wav.wav,1.0,2.6641783714294434,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural39.wav.wav,1.0,2.2262067794799805,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural98.wav.wav,1.0,2.558687925338745,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural17.wav.wav,1.0,2.287668466567993,finetune_NISQA_1
B9,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural50.wav.wav,1.0,1.9414710998535156,finetune_NISQA_1
