participant_id,age,gender_participant,country,province,education,headphone_brand,stimuli,score,stimuli_group,stimuli_service,gender_stimuli,dialect,mos_pred,model
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Autónoma de Buenos Aires,2,Beyerdynamic DT 990 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio5.wav,1.0,B1,Fastpitch_ar,M,-,2.7678439617156982,NISQA_TTS_v1
vks4a5zeivbfimepmxbxq,25,M,AR,Buenos Aires,5,Logitech 433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio85.wav,5.0,B1,Fastpitch_ar,M,-,3.595146894454956,NISQA_TTS_v1
g0jf4ngddyukxafyxhc3h,26,M,AR,Buenos Aires,5,sennheiser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio191.wav,3.0,B1,Fastpitch_ar,M,-,3.402402877807617,NISQA_TTS_v1
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio84.wav,2.0,B1,Fastpitch_ar,M,-,3.766249656677246,NISQA_TTS_v1
x37bofyh0fazkr02jlztlm,25,M,AR,Ciudad Autónoma de Buenos Aires,3,Sennheiser HD 202,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio69.wav,1.0,B1,Fastpitch_ar,M,-,2.918527126312256,NISQA_TTS_v1
0ym8eutpogxka159e5ipr,25,F,AR,Ciudad Autónoma de Buenos Aires,2,Sony ZX Series,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio81.wav,2.0,B1,Fastpitch_ar,M,-,2.814293146133423,NISQA_TTS_v1
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Autónoma de Buenos Aires,2,Beats Flex,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio59.wav,4.0,B1,Fastpitch_ar,M,-,3.157888174057007,NISQA_TTS_v1
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Autónoma de Buenos Aires,2,Beats Flex,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio183.wav,3.0,B1,Fastpitch_ar,M,-,3.5687389373779297,NISQA_TTS_v1
2xzqu3dshjhelyob7pu07b,31,M,AR,Ciudad Autónoma de Buenos Aires,2,Beats Flex,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio152.wav,2.0,B1,Fastpitch_ar,M,-,3.605168342590332,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio117.wav,1.0,B1,Fastpitch_ar,M,-,3.7493977546691895,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio119.wav,1.0,B1,Fastpitch_ar,M,-,3.7032086849212646,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio19.wav,1.0,B1,Fastpitch_ar,M,-,3.121744155883789,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio196.wav,1.0,B1,Fastpitch_ar,M,-,2.8275818824768066,NISQA_TTS_v1
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio16.wav,3.0,B1,Fastpitch_ar,M,-,4.075736999511719,NISQA_TTS_v1
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio36.wav,4.0,B1,Fastpitch_ar,M,-,3.4204938411712646,NISQA_TTS_v1
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio57.wav,4.0,B1,Fastpitch_ar,M,-,2.8182504177093506,NISQA_TTS_v1
4w3jomxcys3o6tdzpbjzd,29,M,AR,Buenos Aires,1,Panasonic RP-HT 161,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio174.wav,4.0,B1,Fastpitch_ar,M,-,3.194807529449463,NISQA_TTS_v1
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Autónoma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio55.wav,4.0,B1,Fastpitch_ar,M,-,3.274963855743408,NISQA_TTS_v1
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Autónoma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio143.wav,3.0,B1,Fastpitch_ar,M,-,2.4911856651306152,NISQA_TTS_v1
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Autónoma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio62.wav,2.0,B1,Fastpitch_ar,M,-,3.274963617324829,NISQA_TTS_v1
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio175.wav,2.0,B1,Fastpitch_ar,M,-,3.1907191276550293,NISQA_TTS_v1
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Autónoma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio39.wav,4.0,B1,Fastpitch_ar,M,-,3.7016026973724365,NISQA_TTS_v1
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Autónoma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio181.wav,2.0,B1,Fastpitch_ar,M,-,3.4902679920196533,NISQA_TTS_v1
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Autónoma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio160.wav,4.0,B1,Fastpitch_ar,M,-,3.9353537559509277,NISQA_TTS_v1
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio165.wav,4.0,B1,Fastpitch_ar,M,-,2.451265811920166,NISQA_TTS_v1
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio42.wav,3.0,B1,Fastpitch_ar,M,-,3.197744607925415,NISQA_TTS_v1
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio43.wav,4.0,B1,Fastpitch_ar,M,-,2.9934370517730713,NISQA_TTS_v1
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Autónoma de Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio47.wav,4.0,B1,Fastpitch_ar,M,-,2.391246795654297,NISQA_TTS_v1
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Autónoma de Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio194.wav,4.0,B1,Fastpitch_ar,M,-,3.448150873184204,NISQA_TTS_v1
oql5r4xh8ui7xy6ynw3hsk,37,F,AR,Ciudad Autónoma de Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio151.wav,2.0,B1,Fastpitch_ar,M,-,3.7085864543914795,NISQA_TTS_v1
rl8hs3uijzu63jyrgj3f,27,M,AR,Ciudad Autónoma de Buenos Aires,5,Samsung  IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio24.wav,3.0,B1,Fastpitch_ar,M,-,3.736022710800171,NISQA_TTS_v1
rl8hs3uijzu63jyrgj3f,27,M,AR,Ciudad Autónoma de Buenos Aires,5,Samsung  IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio197.wav,2.0,B1,Fastpitch_ar,M,-,3.3127362728118896,NISQA_TTS_v1
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio145.wav,3.0,B1,Fastpitch_ar,M,-,3.375948190689087,NISQA_TTS_v1
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio30.wav,2.0,B1,Fastpitch_ar,M,-,3.757124423980713,NISQA_TTS_v1
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio63.wav,2.0,B1,Fastpitch_ar,M,-,4.223957061767578,NISQA_TTS_v1
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio167.wav,1.0,B1,Fastpitch_ar,M,-,3.5535593032836914,NISQA_TTS_v1
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio108.wav,2.0,B1,Fastpitch_ar,M,-,3.104156970977783,NISQA_TTS_v1
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio132.wav,1.0,B1,Fastpitch_ar,M,-,3.8288984298706055,NISQA_TTS_v1
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio173.wav,4.0,B1,Fastpitch_ar,M,-,4.026023864746094,NISQA_TTS_v1
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio182.wav,2.0,B1,Fastpitch_ar,M,-,3.874617576599121,NISQA_TTS_v1
odmcx0pookmv7hm1i807n,27,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio37.wav,2.0,B1,Fastpitch_ar,M,-,2.827981948852539,NISQA_TTS_v1
odmcx0pookmv7hm1i807n,27,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio44.wav,2.0,B1,Fastpitch_ar,M,-,3.6195313930511475,NISQA_TTS_v1
3szg6xzqeq7ohj6myf0j,36,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio190.wav,1.0,B1,Fastpitch_ar,M,-,3.49999737739563,NISQA_TTS_v1
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio91.wav,4.0,B1,Fastpitch_ar,M,-,3.9222183227539062,NISQA_TTS_v1
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio189.wav,4.0,B1,Fastpitch_ar,M,-,3.618734836578369,NISQA_TTS_v1
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio18.wav,4.0,B1,Fastpitch_ar,M,-,3.979806423187256,NISQA_TTS_v1
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio186.wav,3.0,B1,Fastpitch_ar,M,-,3.7717785835266113,NISQA_TTS_v1
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio53.wav,4.0,B1,Fastpitch_ar,M,-,3.2455201148986816,NISQA_TTS_v1
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio144.wav,2.0,B1,Fastpitch_ar,M,-,2.3996920585632324,NISQA_TTS_v1
n2fnmi79nv9jv5cip5dm,25,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio83.wav,3.0,B1,Fastpitch_ar,M,-,3.046797037124634,NISQA_TTS_v1
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio32.wav,2.0,B1,Fastpitch_ar,M,-,3.920194149017334,NISQA_TTS_v1
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio41.wav,3.0,B1,Fastpitch_ar,M,-,3.2597856521606445,NISQA_TTS_v1
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio159.wav,4.0,B1,Fastpitch_ar,M,-,3.653514862060547,NISQA_TTS_v1
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio125.wav,3.0,B1,Fastpitch_ar,M,-,3.843078374862671,NISQA_TTS_v1
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio187.wav,4.0,B1,Fastpitch_ar,M,-,3.8168818950653076,NISQA_TTS_v1
96fjbiko6thg310yuacq2d,28,M,AR,Neuquén,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio73.wav,2.0,B1,Fastpitch_ar,M,-,3.3005666732788086,NISQA_TTS_v1
96fjbiko6thg310yuacq2d,28,M,AR,Neuquén,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio2.wav,3.0,B1,Fastpitch_ar,M,-,3.7638344764709473,NISQA_TTS_v1
96fjbiko6thg310yuacq2d,28,M,AR,Neuquén,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio157.wav,3.0,B1,Fastpitch_ar,M,-,3.8168818950653076,NISQA_TTS_v1
qvh7l545jkq297g7yxn8br,24,F,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio48.wav,3.0,B1,Fastpitch_ar,M,-,2.6682231426239014,NISQA_TTS_v1
qvh7l545jkq297g7yxn8br,24,F,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio178.wav,3.0,B1,Fastpitch_ar,M,-,3.329572916030884,NISQA_TTS_v1
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio156.wav,3.0,B1,Fastpitch_ar,M,-,3.9079220294952393,NISQA_TTS_v1
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio50.wav,4.0,B1,Fastpitch_ar,M,-,2.962315797805786,NISQA_TTS_v1
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio180.wav,3.0,B1,Fastpitch_ar,M,-,4.075131416320801,NISQA_TTS_v1
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio58.wav,4.0,B1,Fastpitch_ar,M,-,3.873277187347412,NISQA_TTS_v1
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio76.wav,4.0,B1,Fastpitch_ar,M,-,3.5214121341705322,NISQA_TTS_v1
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio33.wav,3.0,B1,Fastpitch_ar,M,-,3.4174699783325195,NISQA_TTS_v1
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio109.wav,3.0,B1,Fastpitch_ar,M,-,3.7457773685455322,NISQA_TTS_v1
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio169.wav,2.0,B1,Fastpitch_ar,M,-,2.7563891410827637,NISQA_TTS_v1
jc4v5y00z3es8lmyqd49m,47,M,AR,La Pampa,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio25.wav,3.0,B1,Fastpitch_ar,M,-,2.7706186771392822,NISQA_TTS_v1
7b5is1ev3w2i0d3q80ohck,33,M,AR,Ciudad Autónoma de Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio80.wav,2.0,B1,Fastpitch_ar,M,-,3.4073352813720703,NISQA_TTS_v1
7b5is1ev3w2i0d3q80ohck,33,M,AR,Ciudad Autónoma de Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio0.wav,3.0,B1,Fastpitch_ar,M,-,2.612034320831299,NISQA_TTS_v1
s0o5upffmzlrot9v8lxyfe,25,F,ES,,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio107.wav,4.0,B1,Fastpitch_ar,M,-,3.05085825920105,NISQA_TTS_v1
s0o5upffmzlrot9v8lxyfe,25,F,ES,,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio17.wav,2.0,B1,Fastpitch_ar,M,-,4.075130939483643,NISQA_TTS_v1
s0o5upffmzlrot9v8lxyfe,25,F,ES,,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio21.wav,3.0,B1,Fastpitch_ar,M,-,3.258216142654419,NISQA_TTS_v1
s0o5upffmzlrot9v8lxyfe,25,F,ES,,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio103.wav,3.0,B1,Fastpitch_ar,M,-,3.9467456340789795,NISQA_TTS_v1
a5k4htaq9hs34pnvl6wv,28,F,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio114.wav,3.0,B1,Fastpitch_ar,M,-,3.5983223915100098,NISQA_TTS_v1
a5k4htaq9hs34pnvl6wv,28,F,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio71.wav,2.0,B1,Fastpitch_ar,M,-,3.598994493484497,NISQA_TTS_v1
a5k4htaq9hs34pnvl6wv,28,F,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio6.wav,3.0,B1,Fastpitch_ar,M,-,3.3688158988952637,NISQA_TTS_v1
8dywf1lbe4orf996jvxu7,29,M,AR,Misiones,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio78.wav,4.0,B1,Fastpitch_ar,M,-,2.864741802215576,NISQA_TTS_v1
nkye9hiqk6dlq5fmklm1k,18,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio22.wav,4.0,B1,Fastpitch_ar,M,-,3.8890256881713867,NISQA_TTS_v1
nkye9hiqk6dlq5fmklm1k,18,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio99.wav,4.0,B1,Fastpitch_ar,M,-,3.5983221530914307,NISQA_TTS_v1
nkye9hiqk6dlq5fmklm1k,18,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio177.wav,5.0,B1,Fastpitch_ar,M,-,3.5635323524475098,NISQA_TTS_v1
nkye9hiqk6dlq5fmklm1k,18,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio142.wav,3.0,B1,Fastpitch_ar,M,-,3.1758339405059814,NISQA_TTS_v1
n7olijk734vnsoze5ufj,22,X,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio106.wav,2.0,B1,Fastpitch_ar,M,-,3.34953236579895,NISQA_TTS_v1
n7olijk734vnsoze5ufj,22,X,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio66.wav,4.0,B1,Fastpitch_ar,M,-,3.9368979930877686,NISQA_TTS_v1
ttuv6lq5ifqyc6jpwgk94,44,F,AR,Chubut,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio90.wav,4.0,B1,Fastpitch_ar,M,-,3.232626438140869,NISQA_TTS_v1
ttuv6lq5ifqyc6jpwgk94,44,F,AR,Chubut,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio8.wav,2.0,B1,Fastpitch_ar,M,-,2.0554146766662598,NISQA_TTS_v1
ttuv6lq5ifqyc6jpwgk94,44,F,AR,Chubut,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio89.wav,4.0,B1,Fastpitch_ar,M,-,3.42209529876709,NISQA_TTS_v1
1op1nsk5as4g01i0b6df4,29,F,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio139.wav,3.0,B1,Fastpitch_ar,M,-,2.933889150619507,NISQA_TTS_v1
1op1nsk5as4g01i0b6df4,29,F,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio130.wav,4.0,B1,Fastpitch_ar,M,-,3.7935173511505127,NISQA_TTS_v1
1op1nsk5as4g01i0b6df4,29,F,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio126.wav,3.0,B1,Fastpitch_ar,M,-,2.393819570541382,NISQA_TTS_v1
k8nqufnt3xakpe30kvt1s,26,M,AR,Río Negro,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio192.wav,2.0,B1,Fastpitch_ar,M,-,2.894171714782715,NISQA_TTS_v1
k8nqufnt3xakpe30kvt1s,26,M,AR,Río Negro,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio96.wav,4.0,B1,Fastpitch_ar,M,-,2.863774061203003,NISQA_TTS_v1
l75lxrs7z1jpq8897r1nkd,19,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio123.wav,2.0,B1,Fastpitch_ar,M,-,2.7851738929748535,NISQA_TTS_v1
k38skaq9tissznsc4sb4,25,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio15.wav,3.0,B1,Fastpitch_ar,M,-,3.7688093185424805,NISQA_TTS_v1
fypisyyk7pih14hbwgdny,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio155.wav,3.0,B1,Fastpitch_ar,M,-,3.023594379425049,NISQA_TTS_v1
fypisyyk7pih14hbwgdny,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio133.wav,3.0,B1,Fastpitch_ar,M,-,2.906224489212036,NISQA_TTS_v1
mi0qglcz8rz7xz74sm1i,30,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio51.wav,3.0,B1,Fastpitch_ar,M,-,2.955233097076416,NISQA_TTS_v1
mi0qglcz8rz7xz74sm1i,30,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio135.wav,3.0,B1,Fastpitch_ar,M,-,3.3807547092437744,NISQA_TTS_v1
mi0qglcz8rz7xz74sm1i,30,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio193.wav,2.0,B1,Fastpitch_ar,M,-,2.2997283935546875,NISQA_TTS_v1
927jdmii4xcxbhn00rvjc,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio120.wav,1.0,B1,Fastpitch_ar,M,-,3.8057522773742676,NISQA_TTS_v1
927jdmii4xcxbhn00rvjc,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio68.wav,3.0,B1,Fastpitch_ar,M,-,3.005425214767456,NISQA_TTS_v1
mvnx0b7zy7rlxxu5brwi6s,33,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio17.wav,2.0,B1,Fastpitch_ar,M,-,4.075131416320801,NISQA_TTS_v1
mvnx0b7zy7rlxxu5brwi6s,33,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio75.wav,4.0,B1,Fastpitch_ar,M,-,2.461684226989746,NISQA_TTS_v1
iautk69t1vbge89n93ao5,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio145.wav,3.0,B1,Fastpitch_ar,M,-,3.375948190689087,NISQA_TTS_v1
41ipc2ehbde5wrxnyq0w55,28,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/B/B1/audio150.wav,2.0,B1,Fastpitch_ar,M,-,3.3319811820983887,NISQA_TTS_v1
